job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,rescal.entity_embedder.regularize_weight,rescal.relation_embedder.regularize_weight,rescal.entity_embedder.dropout,rescal.relation_embedder.dropout,negative_sampling.num_negatives_s,negative_sampling.num_negatives_o,train.loss_arg
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,270,,,,mean_reciprocal_rank_filtered_with_test,0.8950221523916795,10,d95fe764,128.0,Adagrad,0.0011333548977129828,3.0,512.0,xavier_uniform_,0.05172689258549789,-0.5410816749998089,lp,False,0.0003066759292975376,1.6031138142150214e-18,-0.2089999308809638,-0.12528869789093733,[],[],7.207169570028782
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.8085245705821031,11,5e662220,512.0,Adam,0.02630194622753609,7.0,256.0,xavier_normal_,9.938702790252189e-05,-0.42522293579154646,,False,3.390136345421489e-10,5.073470032725854e-13,0.17943778075277805,0.4033287903293967,[],[],2.5923670828342438
5f608f3d,umls,rescal,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1561204524127983,12,1a60791e,128.0,Adagrad,0.0026245554460621445,5.0,64.0,uniform_,0.004098422280401829,-0.8805723556851875,lp,True,3.884437275524958e-15,0.006375109455048445,-0.33091649506241083,-0.08557978738099337,[],[],5.135580450296402
5f608f3d,umls,rescal,0,search,negative_sampling,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.4555357950596722,13,e4719964,1024.0,Adagrad,0.29073419530590167,0.0,256.0,xavier_uniform_,0.000324449918585208,-0.6897545925043616,lp,True,0.05509297392275685,8.556193015284664e-08,-0.09367277007550001,0.07771195843815804,[],[],9.930499820038676
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.7320639487424511,14,e0fab906,256.0,Adam,0.0005039572472289293,9.0,16.0,uniform_,0.8183409601412446,-0.23886259806561283,lp,False,2.0778380916773143e-16,6.661179716943346e-18,0.4321844354271889,-0.3800801634788513,[],[],2.4654162209481
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,300,,,,mean_reciprocal_rank_filtered_with_test,0.511806605052363,15,fd98cdfb,1024.0,Adam,0.0015291820751019583,5.0,64.0,uniform_,0.023773219888508664,-0.8308018481074739,lp,True,0.0006931853793011731,5.9991644056678256e-12,-0.3730218419805169,-0.31030656304210424,[],[],2.0549835357815027
5f608f3d,umls,rescal,0,search,negative_sampling,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.7275483769141823,16,029f2e54,256.0,Adagrad,0.8329500058302046,3.0,512.0,xavier_normal_,3.228267574243813e-05,-0.34804839021257117,lp,False,4.9252947721816094e-18,0.07656809722664533,0.14903354085981846,0.24158099759370089,[],[],9.599355617538095
5f608f3d,umls,rescal,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.36206384670515,17,37f4ccf4,512.0,Adagrad,0.00791694480558782,1.0,16.0,uniform_,0.12971620601896003,-0.0347971011799294,,False,8.921869408823607e-10,1.679655647927404e-06,0.39616478234529495,-0.23370554111897945,[],[],5.351310987025499
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.7423142977287432,18,d6fa6a84,128.0,Adam,0.074615134281065,10.0,256.0,normal_,0.0009081479854409826,-0.5207834789526369,lp,True,2.0866193727464105e-14,1.3435890178128604e-16,-0.11014353018254042,0.28705030493438244,[],[],2.8850591368973255
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0594434972189686,19,d1c91d78,512.0,Adagrad,0.0004222913785430221,0.0,128.0,normal_,0.3628765636383181,-0.38695085573093035,lp,True,3.2528998380655437e-20,6.133602113160367e-15,0.017043789848685265,-0.055393535643815994,[],[],6.993136610835791
5f608f3d,umls,rescal,0,search,negative_sampling,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.6675430953136983,20,1a99b20f,128.0,Adam,0.147472324484403,8.0,16.0,xavier_uniform_,0.0007375528358843556,-0.9325088576300722,lp,False,1.8665872834054065e-06,4.797406694384094e-06,-0.4883675994351506,0.4864238426089287,[],[],4.458601679652929
5f608f3d,umls,rescal,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.7515467544274828,21,d5fd4004,1024.0,Adam,0.006068060310637754,7.0,512.0,xavier_uniform_,0.008989902468944105,-0.7471688108345214,,False,7.42536444474787e-12,6.349267569402297e-11,-0.24331149365752935,-0.47867042664438486,[],[],0.6011820305138826
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,155,,,,mean_reciprocal_rank_filtered_with_test,0.8959311268812308,22,e803bffa,256.0,Adagrad,0.03674288635288361,4.0,32.0,xavier_normal_,4.6003362618042886e-05,-0.19898822706605301,lp,True,1.409998644795365e-07,7.95114019183807e-20,0.27760282531380653,0.0317710367962718,[],[],8.057587193325162
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,130,,,,mean_reciprocal_rank_filtered_with_test,0.8013005168891392,23,d7572984,512.0,Adam,0.2792511582393419,3.0,32.0,xavier_uniform_,0.00014591274009680878,-0.06826162204584107,lp,False,8.115492228079469e-05,0.00014176220942298208,-0.43203514255583286,-0.35069855116307735,[],[],6.630799118429422
5f608f3d,umls,rescal,0,search,negative_sampling,valid,365,,,,mean_reciprocal_rank_filtered_with_test,0.2714736798058258,24,d0840682,128.0,Adagrad,0.0007980002437624489,6.0,512.0,uniform_,0.005752655077024884,-0.6125364717091992,lp,True,1.8135734471220647e-19,1.1516007380273805e-14,0.09278160613030195,0.16966831497848034,[],[],4.086040798574686
5f608f3d,umls,rescal,0,search,negative_sampling,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.785503457660324,25,3f61e9cd,1024.0,Adagrad,0.01939428352076008,10.0,32.0,normal_,0.000231150817126529,-0.801523198513072,lp,True,2.5765327891282294e-08,1.6611948807263577e-19,0.3302693823352456,-0.1772919436916709,[],[],0.8536211494356394
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.8893533718366564,26,83df6280,256.0,Adam,0.003209548979484602,2.0,128.0,xavier_uniform_,0.5574025898508653,-0.25205850884404035,,False,1.749250403747729e-13,2.000283153323625e-09,-0.1790444366633892,0.37419137824326754,[],[],8.320249700918794
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.8041204908874138,27,440bc99b,1024.0,Adagrad,0.5665211469987805,9.0,128.0,normal_,0.0029171141472166292,-0.6517581727872974,lp,False,5.4401130510589845e-17,0.0006064659163480548,0.20989213790744543,-0.09609056357294321,[],[],1.8020873982459307
5f608f3d,umls,rescal,0,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.8451558680622124,28,be10fb94,256.0,Adam,0.0010421654012433602,0.0,16.0,xavier_uniform_,0.08382625296126488,-0.16967752911970013,lp,True,0.015215183589742054,7.47261543861474e-13,-0.3003262486308813,0.41481617372483015,[],[],9.337151618674397
5f608f3d,umls,rescal,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.5683253001581672,29,67b3cb28,512.0,Adam,0.10965154814009033,5.0,256.0,uniform_,1.0217491396626957e-05,-0.4787935935586132,lp,True,9.738424093360217e-16,1.784276788420849e-17,-0.06125161796808243,-0.4228060431778431,[],[],5.714106988161802
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.8734400462519172,30,d491d2e6,128.0,Adagrad,0.011610881638777666,7.0,64.0,normal_,0.036982071458846195,-0.9654537392234057,,False,8.230648977078117e-11,1.4804155453879403e-08,0.4647138388827443,0.11946135014295578,[],[],3.2571629993617535
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.8525484237202837,31,7dc19218,1024.0,Adam,0.023106137720012333,0.0,128.0,xavier_uniform_,0.0765708733457771,-0.12775691294343205,lp,True,1.1717927130040363e-15,2.9267235967987483e-07,0.38135422486811876,0.1332999812439084,[],[],8.476240132004023
5f608f3d,umls,rescal,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.714320925847153,32,4bd0bd6d,256.0,Adagrad,0.0022992475883243306,9.0,32.0,normal_,0.001542387593804987,-0.6758159007272404,lp,False,5.188141292673746e-11,3.526286581506842e-16,-0.09755312651395798,-0.31530679669231176,[],[],1.009559128433466
5f608f3d,umls,rescal,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.671729011769675,33,263fc0fd,512.0,Adagrad,0.3320109691225495,6.0,512.0,uniform_,0.040274993862185846,-0.9882298609075788,lp,False,8.816021871696148e-17,1.7744241899826468e-11,-0.35823417268693447,0.33879965357482433,[],[],3.929473990574479
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,85,,,,mean_reciprocal_rank_filtered_with_test,0.8970249854713861,34,9aeb09cb,128.0,Adam,0.0005728411458149808,5.0,64.0,xavier_normal_,1.9007096785680717e-05,-0.4425493093589973,,True,0.011858990927764827,0.014425081394280488,0.13642024900764227,-0.14092363975942135,[],[],6.474294299259782
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.874290606726898,35,b706857d,512.0,Adagrad,0.08106137916562829,6.0,64.0,xavier_normal_,0.0036932683152577643,-0.590176175808357,lp,True,7.856309711241618e-09,3.9744639639381983e-10,-0.22855814918875694,0.3877253457903862,[],[],3.7256343383342028
5f608f3d,umls,rescal,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.7898995803177722,36,67b4415f,128.0,Adam,0.014281607635070307,3.0,256.0,xavier_normal_,0.00011167376064508319,-0.10406724838620984,lp,False,4.35190192282513e-13,3.2951911532847457e-20,0.2650696346536279,-0.06997628882527351,[],[],6.182487728074193
5f608f3d,umls,rescal,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.5976453441783695,37,e91ba7c5,1024.0,Adam,0.4196605335134103,2.0,16.0,xavier_uniform_,0.8832461060967882,-0.2943949508036393,lp,False,3.332732164776058e-05,1.9012206626660245e-15,0.0023133335635066032,0.0933470455929637,[],[],8.868027608841658
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1442206798155615,38,0b519e4b,256.0,Adagrad,0.0012793002591855512,9.0,256.0,uniform_,0.00030384555132009886,-0.777026812713882,,True,5.578983666695805e-19,2.3411743528494314e-05,-0.4758115205913782,-0.39571518544107676,[],[],1.3330635242164135
5f608f3d,umls,reciprocal_relations_model,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.8418937636299367,39,e854c8b1,512.0,Adam,0.009718276572609964,8.0,256.0,xavier_uniform_,0.00039260113876852555,-0.8960534577524848,lp,False,2.423461932376511e-12,9.52783280166177e-19,0.31359725072979927,0.20570111088454723,[],[],2.728569218888879
5f608f3d,umls,rescal,0,search,negative_sampling,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.867795511257429,40,f05ebdc2,128.0,Adagrad,0.05527215629998162,1.0,16.0,xavier_normal_,0.3290175942392317,-0.40951586173713206,lp,True,3.4106161644585527e-07,7.626149598247683e-10,-0.16062517371028662,-0.27345009706914425,[],[],5.194730469956994
5f608f3d,umls,rescal,0,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.7250105969013612,41,0db16769,1024.0,Adagrad,0.0018809415394152654,4.0,512.0,normal_,8.591296309530851e-05,-0.2233233541114069,,True,1.316259782382257e-20,4.7893262909794884e-05,-0.4153248639777303,0.25019380915910006,[],[],9.755270350724459
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.7115148532609998,42,1f53b335,256.0,Adam,0.6157730478394358,7.0,64.0,xavier_uniform_,0.009745330854697117,-0.7055255937636644,lp,False,6.097120049300847e-06,6.117174627938937e-14,0.07440049014985561,-0.19782562460750341,[],[],2.2109984047710896
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3668904216742954,43,e5e3e02d,1024.0,Adagrad,0.004355973900480124,4.0,32.0,uniform_,2.4802012381982752e-05,-0.3232822383514605,lp,False,1.1370702184280123e-09,2.852506569217056e-18,-0.04451462905853987,0.46079770009964705,[],[],7.588540073484182
7eb7768e,umls,rescal,0,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.5220804507015673,44,4c3d08e8,256.0,Adam,0.043685090374739166,5.0,512.0,xavier_normal_,0.015193787147423341,-0.8728685240051522,lp,True,1.2927636602663325e-14,3.5695467400135085e-08,0.4462297186255455,-0.028790839947760105,[],[],0.13208245858550072
7eb7768e,umls,rescal,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.7874006025630272,45,1ed9aafb,512.0,Adam,0.0003025169738463149,10.0,16.0,xavier_uniform_,0.0012016949716139654,-0.5568078540144674,,True,0.0010953005598110012,0.001957737568299335,0.19311700202524662,0.0051683709025382996,[],[],4.926997320726514
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.794823394962615,46,f07bf1dd,128.0,Adagrad,0.17569589851391423,1.0,128.0,xavier_normal_,0.20404304185170238,-0.012655554000548963,lp,False,4.120694523609712e-18,1.530313500235206e-13,-0.28188027534633875,-0.4530443139374256,[],[],7.461594240739942
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,265,,,,mean_reciprocal_rank_filtered_with_test,0.8141719139426764,47,3dc92c41,512.0,Adagrad,0.5004042870934144,4.0,512.0,normal_,0.005418629648474983,-0.9168475445840694,,True,0.050469319240194946,3.979909778542044e-17,0.4763899967074394,-0.3663039533421397,[],[],7.0511803682893515
7eb7768e,umls,rescal,0,search,negative_sampling,valid,175,,,,mean_reciprocal_rank_filtered_with_test,0.704931902739168,48,510f349e,128.0,Adam,0.0009234476830356065,7.0,32.0,uniform_,0.0001566317227499308,-0.4023556497148424,lp,False,3.556722522032095e-16,5.11387222582916e-07,-0.002653243951499462,0.18527365569025278,[],[],4.595833783969283
7eb7768e,umls,rescal,0,search,negative_sampling,valid,120,,,,mean_reciprocal_rank_filtered_with_test,0.7902157087267542,49,b20ba677,1024.0,Adam,0.1236788357952374,9.0,128.0,xavier_normal_,0.6297308153361383,-0.21483553640874098,lp,False,1.9385018533360443e-10,0.03257082184098149,-0.26516555342823267,-0.16165881790220737,[],[],0.34779418259859085
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,265,,,,mean_reciprocal_rank_filtered_with_test,0.8376742871992428,50,5da45d27,256.0,Adagrad,0.01316528910135205,0.0,32.0,xavier_uniform_,0.00020709751070397604,-0.7315838058719039,lp,True,4.520578539388281e-15,2.5877579016458066e-12,0.22938061691820621,0.3585581947118044,[],[],7.881251461803913
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.5189520713010448,51,2d959439,1024.0,Adam,0.24445511803449382,10.0,16.0,uniform_,0.10717054890531573,-0.36365250013543293,,True,2.34907244811156e-18,6.830581664955724e-20,-0.13607923593372107,-0.11169612407684326,[],[],1.9969460368156433
7eb7768e,umls,rescal,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.7594529134364216,52,e92dfe0a,256.0,Adagrad,0.0007022500146317912,2.0,256.0,xavier_uniform_,0.002258163603672515,-0.8149736437250301,lp,False,0.00013589895829543502,5.321832697208712e-11,0.3576548881828785,0.43042166903615,[],[],9.462120234966278
7eb7768e,umls,rescal,0,search,negative_sampling,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.8265673865569881,53,b726d523,512.0,Adagrad,0.022072687298568615,2.0,64.0,xavier_normal_,0.027508810111490156,-0.5053672726560198,lp,False,1.6087722624031069e-12,2.8779988470766272e-06,0.09672955237329006,-0.4071730123832822,[],[],5.60470568947494
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.8820494669346721,54,e448017c,128.0,Adam,0.0036643439136415184,6.0,512.0,normal_,1.3580111204597916e-05,-0.05044700191322715,lp,True,3.063379324580852e-08,3.618391164347744e-15,-0.3812575014308095,0.10382826533168554,[],[],3.0613921862095594
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,140,,,,mean_reciprocal_rank_filtered_with_test,0.0952625801226844,55,cbeb7b3d,1024.0,Adagrad,0.00048238020814176893,8.0,256.0,normal_,3.63885645000502e-05,-0.18509519571551114,lp,False,2.4288090151692872e-05,6.720788680934979e-09,0.2815431961789727,-0.294696444645524,[],[],1.6269762441515923
7eb7768e,umls,rescal,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.8359362830413631,56,0d5dcf07,256.0,Adam,0.16759342037133287,4.0,64.0,normal_,0.021310459974333368,-0.636108778688414,,True,5.414219245913351e-20,5.48223727167548e-19,-0.19254141673445702,0.22597082145512104,[],[],9.082537405192852
7eb7768e,umls,rescal,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.8485516507201399,57,f5f41616,512.0,Adam,0.005331917630118992,0.0,128.0,xavier_normal_,0.0008567727805859002,-0.9498501359349583,lp,True,1.3043899207950127e-06,2.7237390861185837e-14,-0.44541008211672306,-0.24934920947998762,[],[],5.850122859701514
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,245,,,,mean_reciprocal_rank_filtered_with_test,0.8408797562488017,58,a61c6e91,128.0,Adagrad,0.03217972353409504,8.0,16.0,xavier_uniform_,0.13907311447863857,-0.4946232582402509,lp,False,8.787069875722522e-12,0.00032664877923497274,0.044421601109206676,0.3026939118281007,[],[],3.3164223935455084
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.8840385390205617,59,36657034,512.0,Adam,0.0017313951380689366,1.0,32.0,normal_,0.0005494953414089346,-0.5966877616713662,lp,False,1.6240546967075614e-17,1.73120939665283e-08,-0.07497503608465195,-0.039783273823559284,[],[],6.805915338918567
7eb7768e,umls,rescal,0,search,negative_sampling,valid,190,,,,mean_reciprocal_rank_filtered_with_test,0.8406287819329946,60,4e6b5673,128.0,Adagrad,0.9400077337465614,10.0,128.0,xavier_uniform_,0.4817068253708773,-0.08384617997809307,,True,0.00455371582394898,2.1190076280772377e-17,0.41566107887774706,0.47081352677196264,[],[],4.340650541707873
7eb7768e,umls,rescal,0,search,negative_sampling,valid,210,,,,mean_reciprocal_rank_filtered_with_test,0.8737517748873658,61,9089080e,1024.0,Adagrad,0.007018293655239345,6.0,64.0,xavier_normal_,5.868090700324948e-05,-0.26771937485967756,lp,True,4.891643166424837e-14,1.2382671094770273e-12,0.16071715857833624,-0.4943140149116516,[],[],0.7176109403371811
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,90,,,,mean_reciprocal_rank_filtered_with_test,0.76152211756794,62,3ebdae27,256.0,Adam,0.06580668542060701,3.0,512.0,uniform_,0.006962813032216299,-0.7861170038340147,lp,False,4.167101871288813e-09,0.0010341375170607708,-0.31441602669656277,0.04741455987095833,[],[],8.260986432433128
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.729747842425949,63,1dad3122,1024.0,Adagrad,0.15887391589934993,9.0,512.0,xavier_normal_,0.0007559194561980105,-0.5369491391074657,,True,2.32226519620682e-09,4.317856333192833e-08,0.050843559205532074,-0.0005939966067671776,[],[],6.721046399325132
7eb7768e,umls,rescal,0,search,negative_sampling,valid,150,,,,mean_reciprocal_rank_filtered_with_test,0.8676145588693444,64,5c5b9dac,256.0,Adam,0.00044828101596210715,0.0,64.0,normal_,0.15802828276795242,-0.01861254095377396,lp,False,1.2328436882862106e-13,3.3636306267533202e-18,-0.4545482723042369,0.44749338645488024,[],[],4.264345597475767
7eb7768e,umls,rescal,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.5794805046970859,65,8fefe8a9,512.0,Adam,0.03050691734874842,5.0,256.0,uniform_,3.9220751359705255e-05,-0.332979487394765,lp,False,0.0017357227536573345,2.5603443374260765e-13,-0.21510739717632532,-0.45511710457503796,[],[],0.6413060147315264
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.7128490611819401,66,63148ce8,128.0,Adagrad,0.004954779260784866,6.0,16.0,xavier_uniform_,0.01973538164067545,-0.8458820999086835,lp,True,3.0330567243359334e-17,0.0032192185034631594,0.30578736402094364,0.02408679388463497,[],[],8.176117511466146
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.7848949315357794,67,5c4b68be,512.0,Adam,0.8912671599709399,3.0,32.0,xavier_normal_,5.4033686199222324e-05,-0.24544036584291606,,True,1.948286088033854e-11,6.296611439653086e-10,-0.33652795758098364,-0.25575118884444237,[],[],1.7020789626985788
7eb7768e,umls,rescal,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.6780316873562117,68,aad458b0,128.0,Adagrad,0.0016087058394769007,6.0,128.0,normal_,0.007546312696161469,-0.7007282743582688,lp,False,8.264269519726999e-07,8.09014601241139e-19,0.18554507568478584,0.20240642130374908,[],[],9.16860737837851
7eb7768e,umls,rescal,0,search,negative_sampling,valid,60,,,,mean_reciprocal_rank_filtered_with_test,0.8477114811996741,69,0b94ea3a,1024.0,Adagrad,0.062389671778688094,9.0,32.0,xavier_uniform_,0.0006209516006397804,-0.8851965411613509,lp,False,8.166976793660162e-20,3.6608066242972317e-14,0.42266655527055264,-0.21039632055908442,[],[],5.936192814260721
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.5236004320390385,70,3bfe35d3,256.0,Adam,0.006521467402780054,2.0,512.0,uniform_,0.4274411986920482,-0.43424398900909345,lp,True,1.1464020125950176e-05,2.908942483581215e-05,-0.08365940768271685,0.2791218860074878,[],[],3.3915250934660435
7eb7768e,umls,reciprocal_relations_model,1,search,negative_sampling,valid,295,,,,mean_reciprocal_rank_filtered_with_test,0.8938983378966162,71,218188c3,512.0,Adagrad,0.0008580766577918422,1.0,512.0,xavier_normal_,0.6799820867717286,-0.2993632257965486,lp,False,7.653955847733824e-08,2.7389447243681957e-20,0.23784753773361444,-0.0881622415035963,[],[],1.9206405151635408
