job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,cp.entity_embedder.regularize_weight,cp.relation_embedder.regularize_weight,cp.entity_embedder.dropout,cp.relation_embedder.dropout
efc16ecd,umls,cp,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.5222786277349741,77,fdbdc4c8,256.0,Adam,0.07601498252375735,10.0,512.0,uniform_,1.3422334877977046e-05,-0.9000126026731357,lp,False,0.052611957273966066,5.498966669691484e-19,-0.06687099114060402,0.4033953119069338
efc16ecd,umls,cp,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.8091100212986484,74,0936d14a,512.0,Adam,0.03141536923832552,7.0,256.0,xavier_uniform_,0.0010450644100777893,-0.360700328365527,lp,True,1.1218028796892204e-19,1.4611615072128356e-11,0.004482923075556755,0.34966275468468666
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,200,,,,mean_reciprocal_rank_filtered_with_test,0.8907744986879313,81,62e68d0a,256.0,Adagrad,0.015201787048733604,0.0,16.0,uniform_,0.014416466537264076,-0.6167136948057637,lp,False,0.0013807263943576677,2.925210511184082e-09,-0.4299145061522722,-0.03061673231422901
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,140,,,,mean_reciprocal_rank_filtered_with_test,0.8903156116696224,83,6bcfbf95,1024.0,Adagrad,0.608298129715821,4.0,512.0,xavier_normal_,4.343719564719386e-05,-0.8432537895314861,lp,False,8.71184531042661e-15,0.0006221663483221975,-0.11876492202281952,0.12145922239869833
efc16ecd,umls,cp,1,search,1vsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.9296473403649828,84,bf160dfa,128.0,Adam,0.0006707276636173934,9.0,64.0,xavier_normal_,0.31687636876683617,-0.08755846355517394,,True,5.251270119001584e-07,1.7428246302989895e-20,0.44257037341594696,-0.25492784660309553
efc16ecd,umls,cp,1,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.7487054368469612,80,be27b46a,1024.0,Adagrad,0.12352554354690767,3.0,64.0,uniform_,4.1849421174859764e-05,-0.6509169603586942,lp,True,0.0003344448960934214,2.2254213727666704e-15,-0.2900637434795499,0.22523112501949072
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,270,,,,mean_reciprocal_rank_filtered_with_test,0.521566987769004,85,3be00c02,128.0,Adam,0.00441037585151732,10.0,512.0,xavier_normal_,0.17352362933083204,-0.40266261056579644,lp,False,1.0982577495157931e-16,3.514814343507245e-08,0.14615943562239408,-0.4062156183645129
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.8530968976167083,82,2f7ca4c4,512.0,Adam,0.3568300562318316,5.0,32.0,xavier_uniform_,0.0005259951700036423,-0.1764505895626638,lp,False,3.464679772822944e-11,3.357485800156457e-05,0.3320801453664899,0.49701232835650444
efc16ecd,umls,cp,0,search,1vsAll,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.8849641764822181,87,dbe25d9a,256.0,Adagrad,0.0016773586368604865,2.0,128.0,normal_,0.012623461607843499,-0.9242800884363148,,True,5.568216138722053e-13,3.790687428346983e-17,-0.22717464994639158,-0.1305114720016718
efc16ecd,umls,cp,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.7225341796875,86,f7295741,1024.0,Adam,0.0031608940641407656,1.0,128.0,xavier_uniform_,0.005812880205537371,-0.769236327922754,lp,False,3.76138929398838e-18,3.507088591944357e-07,0.23866618517786264,0.2942750295624137
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,155,,,,mean_reciprocal_rank_filtered_with_test,0.8087706770633627,90,543deb20,128.0,Adagrad,0.05330887064458731,6.0,32.0,xavier_normal_,0.0002959688728538842,-0.020918612285964144,lp,True,1.051906125471748e-05,3.133812594069711e-14,-0.3210764145478606,-0.0820405287668109
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2225240461665428,89,df2b03e6,512.0,Adagrad,0.0010939433602372344,8.0,256.0,uniform_,0.08917626676786027,-0.31015072229717855,,True,1.7756761838301846e-11,3.494298571921737e-17,-0.13420965615659952,0.05372760817408562
efc16ecd,umls,cp,1,search,1vsAll,valid,165,,,,mean_reciprocal_rank_filtered_with_test,0.8602921187511983,88,69fd7ac3,256.0,Adam,0.14020455507106766,4.0,64.0,xavier_normal_,1.7625403236855522e-05,-0.55791673611884,lp,False,1.0139797280110267e-09,2.2047259105053023e-05,0.30250132735818624,-0.32647846080362797
efc16ecd,umls,cp,1,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.9011688232421876,92,a350d7e6,512.0,Adagrad,0.007454408346606163,10.0,32.0,normal_,0.6162960830354055,-0.24257217058978975,lp,False,0.009454861978885594,8.7684206247349e-11,-0.4628514535725117,0.16989678516983986
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,65,,,,mean_reciprocal_rank_filtered_with_test,0.8444355221613784,94,29751a35,256.0,Adam,0.02558295191036274,2.0,512.0,uniform_,0.00010319534775837424,-0.9987557133292406,lp,True,9.923719111051289e-19,3.103766823179963e-13,0.09897259995341301,-0.4576928038150072
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0869043092786168,91,ae5fa2b6,1024.0,Adam,0.00038508002915157394,1.0,16.0,xavier_uniform_,0.031281210487293244,-0.7092565902181063,,True,5.9501194617741393e-08,1.3700632832759656e-18,0.411129267886281,0.42936462815850973
efc16ecd,umls,cp,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.4082194603293951,93,7c57103a,128.0,Adagrad,0.5796837824167922,6.0,256.0,xavier_normal_,0.0018589996566030506,-0.45373155974910595,lp,False,1.2760619101772637e-15,0.06865181694883833,-0.02375691942870617,-0.20214599650353193
efc16ecd,umls,cp,1,search,1vsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.5162992418909366,97,32be132d,512.0,Adam,0.0009246013081193615,3.0,64.0,xavier_uniform_,0.0001563020275553624,-0.9407522288844548,lp,True,5.771717322396273e-08,0.004706895200245474,-0.10153274238109589,-0.10617886669933796
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.8942787778889475,96,8ca03e44,256.0,Adagrad,0.1846066332370263,10.0,256.0,xavier_normal_,0.8346364350304916,-0.1929380482513271,lp,False,9.623527397793827e-16,1.321924173233409e-19,0.46418993175029755,0.2714162953197956
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,260,,,,mean_reciprocal_rank_filtered_with_test,0.8717087821726419,95,ca095564,1024.0,Adagrad,0.002352948345280975,6.0,16.0,normal_,0.0025149973070721964,-0.4818783219389524,,False,0.017692346296621798,6.939319927145493e-12,0.02631610445678234,-0.3661197302863002
efc16ecd,umls,cp,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0813412110498346,99,d5767fc8,128.0,Adam,0.06185161933723802,1.0,128.0,uniform_,0.047397347983561974,-0.730147870764276,lp,True,1.4283979008968744e-18,1.3932813397680968e-09,-0.4124687034636736,0.01536594983190298
efc16ecd,umls,cp,0,search,1vsAll,valid,160,,,,mean_reciprocal_rank_filtered_with_test,0.8894249851718271,98,3fad56b9,1024.0,Adagrad,0.0004484614903115202,7.0,128.0,uniform_,0.0002285468142891605,-0.03957819058911871,lp,True,1.4508440697643073e-11,0.0002711089948183702,0.3226676182821393,-0.4805494202300906
