job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,conve.entity_embedder.regularize_weight,conve.relation_embedder.regularize_weight,conve.entity_embedder.dropout,conve.relation_embedder.dropout,negative_sampling.num_negatives_s,negative_sampling.num_negatives_o,train.loss_arg,conve.feature_map_dropout,conve.projection_dropout,conve.convolution_bias
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.0899983654343099,10,66a6202c,128.0,Adagrad,0.006715792638751601,2.0,32.0,normal_,0.02418011613731412,-0.31811726161592635,lp,True,1.2276916113460727e-16,1.2892179432177716e-07,-0.3293147152289748,-0.24030491337180138,[],[],6.887690043076873,0.4559671711176634,0.11100536491721869,True
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,125,,,,mean_reciprocal_rank_filtered_with_test,0.2065173224978614,11,ee86a4bb,128.0,Adam,0.09713627747755743,9.0,128.0,xavier_uniform_,8.997318993470792e-05,-0.6474464941325597,lp,False,3.9942486829239166e-20,0.0003983231296120838,-0.24166074115782976,0.23532135039567947,[],[],5.593791492283344,0.1289252694696188,0.1394697204232216,False
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.205665120651554,12,3bb2c80d,1024.0,Adagrad,0.0017963882602091258,2.0,64.0,xavier_normal_,0.0036855924507591424,-0.4958283003014885,,True,5.905640943052023e-08,1.3385626281415373e-15,0.3865576693788171,-0.34904924407601357,[],[],0.4254391882568598,0.3878559530712664,0.32430091919377446,True
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,365,,,,mean_reciprocal_rank_filtered_with_test,0.2319182087833262,13,0364677a,512.0,Adam,0.0034758424221606097,7.0,32.0,normal_,0.5215956371366733,-0.8614166835713293,lp,False,9.68018316455835e-06,2.755976238600097e-09,0.1469630366191268,-0.07976232096552849,[],[],8.508715247735381,0.35074803372845054,0.044279764872044325,True
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,360,,,,mean_reciprocal_rank_filtered_with_test,0.2317798276215426,14,c877d350,256.0,Adagrad,0.14591133622718874,0.0,256.0,xavier_normal_,0.00019653764646179807,-0.030605586150055708,lp,True,1.4317311121286632e-12,1.1106399506876106e-20,-0.4793599499389529,0.44161999225616455,[],[],3.5946506448090076,0.1074394891038537,0.4839592045173049,False
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,315,,,,mean_reciprocal_rank_filtered_with_test,0.2521731926771457,15,15360ad0,256.0,Adam,0.036802463107357596,1.0,256.0,xavier_normal_,0.008537139601064893,-0.2600495919924788,,False,0.0019432728561929254,2.277281554738284e-10,-0.13885865826159716,-0.33779886458069086,[],[],8.206725772470236,0.11151928221806884,0.14843959268182516,True
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0234484957261815,16,a6962fbd,512.0,Adagrad,0.0006804795599528086,5.0,32.0,xavier_uniform_,5.4414990373769096e-05,-0.6006313806686364,lp,True,5.162872841122974e-15,1.8923967340078298e-19,0.48688067588955164,0.19965667556971312,[],[],3.4278543572872877,0.3702277587726712,0.3386387932114303,False
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.1541644111330909,17,499e80da,1024.0,Adam,0.009471254600438924,5.0,16.0,xavier_normal_,0.0005069683720018433,-0.23305920888333576,lp,False,1.1043230053960287e-17,1.9500553259222662e-05,0.2336135720834136,0.4928696183487773,[],[],5.193838225677609,0.3917107302695513,0.0581284505315125,False
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,250,,,,mean_reciprocal_rank_filtered_with_test,0.1527997993967422,18,efd42173,128.0,Adagrad,0.3975171891959577,9.0,512.0,normal_,0.2964102275812582,-0.8788132502192911,lp,True,2.934989204579751e-10,1.9432874541261176e-14,-0.39413563441485167,-0.10659764055162668,[],[],0.04410192370414734,0.1486301147378981,0.4934183731675148,True
3985b158,fb15k-237,conve,1,search,negative_sampling,valid,280,,,,mean_reciprocal_rank_filtered_with_test,0.2135890467948032,19,feff94c1,128.0,Adam,0.0016905441666784874,0.0,16.0,uniform_,0.002317824734811169,-0.07875496511548752,lp,False,1.6376942660733062e-07,2.6995607419869804e-16,-0.05259041581302881,0.10527622234076262,[],[],2.4318434577435255,0.45202464843168855,0.25607657339423895,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2879981109210151,20,bef340db,1024.0,Adagrad,0.10378150155892402,7.0,512.0,xavier_normal_,0.09083990051807965,-0.8104301053207368,,True,4.3011542355256013e-19,8.974191138412338e-09,0.32175607699900866,-0.49838532600551844,[],[],7.3275781236588955,0.1952568981796503,0.1923685553483665,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,375,,,,mean_reciprocal_rank_filtered_with_test,0.2189106580366053,21,e1a8669e,512.0,Adam,0.20294517152079825,3.0,128.0,normal_,0.03975099662883551,-0.42608897516907185,lp,False,4.056062763934645e-12,2.336486002507435e-11,0.08283544611185789,-0.19784792605787516,[],[],4.087006896734238,0.04486487526446581,0.4118591216392815,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0445715328550488,22,0bdaf14c,256.0,Adagrad,0.002565459573254821,10.0,64.0,xavier_uniform_,1.712772749198455e-05,-0.7119682689645235,lp,True,0.00010649050953432041,0.0009117597971280879,-0.2895011818036437,0.3428253410384059,[],[],9.276091801002622,0.28601048653945327,0.10105432569980621,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,155,,,,mean_reciprocal_rank_filtered_with_test,0.1604106240643712,23,96bb6d15,256.0,Adam,0.9513916739139562,8.0,64.0,uniform_,0.0052414356996916675,-0.6858874129056465,lp,True,2.556571151819041e-13,5.621191375001464e-07,0.26220581494271755,-0.38244480546563864,[],[],0.6993168592453003,0.49518813425675035,0.014716804958879948,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.1911169430112988,24,df0c91ea,512.0,Adagrad,0.010594421517513358,1.0,128.0,xavier_normal_,0.0001269625592483115,-0.45616002054485494,lp,False,6.717795850492352e-06,4.683329874060589e-18,-0.11022761091589928,0.017618698067963123,[],[],5.788628654554486,0.2365588117390871,0.4510088092647493,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.2271284718509409,25,ce497a9b,1024.0,Adam,0.0003553200582854712,10.0,512.0,uniform_,0.0002836874748008677,-0.8385860726108588,,True,1.1002039234746626e-08,0.057877771263425554,-0.35690018348395824,0.28788277972489595,[],[],2.774470178410411,0.023666788823902607,0.16854629153385758,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0457021364636797,26,9a8be602,128.0,Adagrad,0.02475908343207418,3.0,16.0,xavier_uniform_,0.7588027218213121,-0.05466548032464458,lp,False,2.8938630427033245e-20,4.0211084770362144e-13,0.017421990633010864,-0.1751690050587058,[],[],7.610104586929083,0.26667397236451507,0.3577415179461241,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.269148867443684,27,32f7328d,128.0,Adam,0.006127928305485625,6.0,256.0,uniform_,0.000907633344859865,-0.9733366605809797,lp,True,1.7614146376603626e-16,5.053925971972891e-20,0.4292797390371561,0.17745175678282976,[],[],9.909938769415021,0.07030883198603988,0.3917601043358445,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.2480141558401055,28,f59bc544,1024.0,Adagrad,0.22656186303347475,2.0,32.0,xavier_uniform_,0.1618235748799224,-0.13471357341405932,lp,False,4.677463883666693e-09,9.259868644118613e-10,-0.1984451487660408,-0.2813752805814147,[],[],4.703153371810913,0.32697263080626726,0.08195929741486907,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0731184812295052,29,e386737c,512.0,Adam,0.05429877382222952,8.0,64.0,xavier_normal_,0.01698301333981543,-0.5003706671136989,lp,True,0.02908119603833759,5.148428597421434e-15,-0.45958531089127064,-0.02038878109306097,[],[],6.69190039858222,0.4109556023031473,0.2994957813061774,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2124928574770102,30,0a4c6c57,256.0,Adagrad,0.0011395749963774113,4.0,128.0,xavier_uniform_,2.7965848858384134e-05,-0.3565643736222014,,False,7.714689377880461e-14,8.035878007113153e-05,0.1662508212029934,0.3764265375211835,[],[],1.8175277393311262,0.16991966450586915,0.23478569649159908,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,210,,,,mean_reciprocal_rank_filtered_with_test,0.1099950141569539,31,d37a1429,256.0,Adam,0.45380830464242555,9.0,32.0,normal_,0.09898368565074142,-0.1818140924835019,lp,True,0.005114687546979064,2.618560134953665e-15,0.18994743190705776,0.47267462965101004,[],[],8.638508915901184,0.2509816759265959,0.09319124417379498,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2462776456016538,32,617eee49,512.0,Adagrad,0.008358287907373743,2.0,256.0,xavier_uniform_,0.0030471384642624917,-0.9603620205203257,lp,False,3.4274946166722364e-15,5.1766824495814896e-05,-0.43567555770277977,-0.11090826708823442,[],[],3.4744294453412294,0.007994519546627998,0.40396562591195107,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,215,,,,mean_reciprocal_rank_filtered_with_test,0.3083924227437981,33,64bedebb,1024.0,Adam,0.0007323924677317654,7.0,128.0,xavier_normal_,1.859955525532975e-05,-0.34256168106644413,,True,3.305194692989124e-17,8.548093552655685e-20,-0.15970241837203503,-0.3176954286172986,[],[],5.459686843678355,0.22088559437543154,0.24699039291590452,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,335,,,,mean_reciprocal_rank_filtered_with_test,0.2391779499037639,34,3f0a488c,128.0,Adagrad,0.030863081397383627,0.0,64.0,xavier_uniform_,0.052437428901535965,-0.5503150126934704,lp,False,2.2141357317816088e-10,1.4094141089960289e-09,0.4679304361343384,0.20387574937194586,[],[],0.5498950742185116,0.47949679708108306,0.3107285569421947,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,115,,,,mean_reciprocal_rank_filtered_with_test,0.2017066592261904,35,457ccaee,128.0,Adam,0.0027817829954750544,8.0,256.0,normal_,4.95014640179877e-05,-0.4694931808212399,lp,True,2.441509985106851e-07,0.03141680625666743,0.11857273615896702,-0.209162306971848,[],[],1.9317009020596743,0.18547355895861983,0.4388042245991528,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2634005148185771,36,0e7ccb1b,1024.0,Adagrad,0.17146033849389505,4.0,64.0,xavier_uniform_,0.006546534535514314,-0.6381993785905093,lp,False,1.651158654623677e-19,2.425507520399753e-13,-0.2556574121117592,0.31614533718675375,[],[],7.056393623352051,0.4265218945220113,0.0034839175641536713,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.2010401072854291,37,ff03c07b,512.0,Adam,0.12138794875500367,6.0,16.0,uniform_,0.26905002506843234,-0.0040878398645016745,lp,True,5.3176423901458185e-12,1.014684761753545e-06,-0.02381780929863453,0.11668215598911047,[],[],4.045767690986395,0.34253796376287937,0.3465096829459071,False
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1838367350121186,38,6e651ed6,256.0,Adagrad,0.0015285115583553895,2.0,512.0,normal_,0.000389616370910717,-0.8529625402935688,,False,3.5974738247387435e-05,6.674629809429905e-18,0.3484024666249752,-0.4716137694194913,[],[],8.83865806274116,0.08586367452517152,0.15634065819904208,True
a7277c25,fb15k-237,conve,1,search,negative_sampling,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.2108198502548474,39,99573701,256.0,Adam,0.02760130217684527,4.0,256.0,normal_,0.1248358644357597,-0.763901781393839,,False,3.4968936792876337e-13,1.5458718468123598e-11,-0.31328887958079576,0.3071164945140481,[],[],1.2044948898255825,0.1329415193758905,0.19578896323218942,False
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0472632754858586,40,dbc38402,512.0,Adagrad,0.00030620193471699383,9.0,16.0,xavier_uniform_,0.0008213280934439076,-0.09715404671761207,lp,True,2.369261367851679e-06,0.0005414077564596116,0.05901675019413233,-0.17178919445723295,[],[],6.05508285574615,0.37603453267365694,0.2604686338454485,True
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.3024849575402766,41,e6b0ee43,1024.0,Adam,0.01244081654371264,1.0,64.0,uniform_,2.1379152708974473e-05,-0.7293354871376789,lp,False,1.5721332357113202e-08,4.175230013389197e-16,0.2829832946881652,-0.4015259323641658,[],[],2.8204396832734346,0.35455060191452503,0.10544748324900866,True
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2920860288351867,42,d1c7fa71,128.0,Adagrad,0.8704913894908197,5.0,128.0,xavier_normal_,0.01550792530574042,-0.38240829613687466,lp,True,1.0640983324542474e-20,1.7532880842539004e-08,-0.09121109079569578,0.014391475357115269,[],[],8.042502850294113,0.09583163494244218,0.41527843615040183,False
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,270,,,,mean_reciprocal_rank_filtered_with_test,0.1496687567944468,43,8a0a4c73,128.0,Adam,0.001369695493854776,3.0,32.0,xavier_normal_,0.00016791010196579763,-0.5828350729486812,lp,False,5.053051440849065e-16,1.3733113399092171e-05,-0.49525632057338953,-0.008143584243953228,[],[],9.473120151087642,0.3015604414977133,0.334245762322098,True
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2822957878885087,44,5920c91d,1024.0,Adagrad,0.050850816059366734,10.0,256.0,xavier_uniform_,0.005681368020659616,-0.30623465434012,,True,3.3799303487613728e-09,1.0833990634273454e-14,0.13234077114611864,0.40406781528145075,[],[],4.661308582872152,0.0604348573833704,0.1450201515108347,False
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.047797001560495,45,b527085f,512.0,Adam,0.2547064147320306,0.0,512.0,uniform_,0.9957229863607944,-0.922104895488061,lp,False,0.07985609979365858,3.7490030966717225e-10,0.4005619687959552,0.16505397204309702,[],[],6.421321481466293,0.21082593221217394,0.48999809194356203,False
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0933162762087432,46,12eac8fa,256.0,Adagrad,0.005325412040582889,6.0,16.0,normal_,0.00030990739652318836,-0.2163100269540772,lp,True,5.34690567675414e-14,3.471183159178158e-19,-0.2251463746652007,-0.30916914623230696,[],[],1.316770063713193,0.46757556265220046,0.053736263420432806,True
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.245716435432706,47,cc6eab4d,256.0,Adam,0.0004721459192810969,6.0,64.0,xavier_uniform_,0.009500426700448608,-0.4456931602991092,,False,0.000401365384107302,7.271069753737944e-09,-0.37732467148452997,0.4075056929141283,[],[],6.861560055986047,0.4404092216864228,0.3130690990947187,False
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2976025070394924,48,ba2d79c3,512.0,Adagrad,0.01752329741017202,2.0,128.0,xavier_normal_,7.167717706879804e-05,-0.6612583922657091,lp,True,1.5255480110908834e-11,2.5198528270209596e-20,0.24878421146422625,-0.051620760932564735,[],[],1.6578267887234688,0.19905189564451575,0.1272640721872449,True
911a00c8,fb15k-237,conve,1,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.1784818476885514,49,231330e1,1024.0,Adam,0.716077601567034,8.0,256.0,normal_,0.0005515289763075237,-0.0435267632416263,lp,False,1.7645396860141504e-18,0.0001612404631928756,0.47208389174193144,-0.25010702200233936,[],[],9.73726512864232,0.033035768661648035,0.4717546347528696,True
