job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,relational_tucker3.entity_embedder.regularize_weight,relational_tucker3.relation_embedder.regularize_weight,relational_tucker3.entity_embedder.dropout,relational_tucker3.relation_embedder.dropout,negative_sampling.num_negatives_s,negative_sampling.num_negatives_o
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,95,,,,mean_reciprocal_rank_filtered_with_test,0.279893588938195,10,169d0c16,256.0,Adagrad,0.002043730854786824,5.0,256.0,xavier_uniform_,0.012227602454922342,-0.518462323139552,lp,False,2.6634395400367664e-07,5.300046629730036e-18,-0.1503791967406869,-0.034973797388374805,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,305,,,,mean_reciprocal_rank_filtered_with_test,0.2729702703967065,11,52e9b80f,512.0,Adam,0.5814579799981263,7.0,512.0,xavier_normal_,0.00012710070663616072,-0.27964205468249503,lp,False,0.0038947235265209923,6.792898864286891e-13,0.4151622671633959,0.29439116455614567,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0008338395774891,12,9a866e74,256.0,Adagrad,0.003159602333082272,2.0,64.0,uniform_,0.015880469705961263,-0.7550862671504542,lp,True,6.512277897627163e-15,0.004316425933491986,-0.339427649974823,-0.1954531967639923,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,95,,,,mean_reciprocal_rank_filtered_with_test,0.2384866984780439,13,e11c4bcf,1024.0,Adagrad,0.055867318182299494,2.0,128.0,xavier_uniform_,0.00105945203891696,-0.6628816973570828,,True,1.2904974997084584e-09,3.145758560415571e-10,-0.09086192306131124,0.06663561519235373,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,250,,,,mean_reciprocal_rank_filtered_with_test,0.2190835962004562,14,6e3c655d,128.0,Adam,0.00030341743326047215,9.0,16.0,uniform_,0.8648115663612783,-0.18521067949123682,lp,False,1.186208379230972e-16,5.0021635057520106e-20,0.17160152923315763,-0.4076390443369746,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,200,,,,mean_reciprocal_rank_filtered_with_test,0.245961397517465,15,4ca82b16,1024.0,Adam,0.0011273566738463682,5.0,64.0,uniform_,0.005287179341850045,-0.9049698574362229,,True,3.785734518634557e-10,1.0064326833321794e-11,-0.3554828315973282,-0.2627772791311145,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.1927301089784716,16,57aca27c,128.0,Adagrad,0.026492779923528203,4.0,512.0,xavier_normal_,2.056330434212989e-05,-0.38072828896889466,lp,False,2.515908888805464e-17,0.06342864090544183,0.40497242100536823,0.22682759072631598,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0502645866191723,17,aa3341b1,512.0,Adagrad,0.0070917781846516655,0.0,16.0,uniform_,0.14006399525996743,-0.03724538032188074,lp,False,0.0187835235203288,5.089007969864397e-09,0.14859421085566282,-0.09801382571458817,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,155,,,,mean_reciprocal_rank_filtered_with_test,0.1831369487587325,18,1b66b3a0,256.0,Adam,0.16689757560238344,10.0,128.0,xavier_uniform_,0.00035112423517940917,-0.5598685815207474,lp,True,2.1700480319851354e-14,7.986546397767607e-19,-0.1041095769032836,0.3760289717465639,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.00064085255262,19,e618abb5,512.0,Adagrad,0.0005848873476956287,1.0,256.0,normal_,0.36729241242804733,-0.2987858804916683,,True,8.477920302666041e-20,1.8931656334879854e-14,0.3381614424288273,-0.14029488433152437,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0971013748173296,20,22ea53a1,256.0,Adam,0.08377888020224704,8.0,16.0,xavier_uniform_,0.0017477365243993691,-0.7916251769568771,lp,False,1.1235005476788283e-07,3.0013175796698252e-05,-0.4149946216493845,0.35446725878864527,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.1234592617220915,21,eb5f2c75,1024.0,Adam,0.006093396101680177,8.0,256.0,xavier_uniform_,0.036875306065342055,-0.6341669812252838,lp,False,4.200843913440686e-12,1.2345774725253403e-07,-0.17033520434051752,-0.47547040320932865,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3105078347768748,22,7df82211,128.0,Adagrad,0.8715380423469897,3.0,32.0,xavier_normal_,7.903597759494243e-05,-0.14264088302429767,lp,True,9.703477832107508e-05,7.873511137707015e-17,0.09069439489394426,0.0036076270043849945,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,120,,,,mean_reciprocal_rank_filtered_with_test,0.1249809393489806,23,309cbeba,512.0,Adam,0.06909445765325076,4.0,32.0,xavier_uniform_,8.977679764146269e-05,-0.08313713487097985,lp,False,1.0418805090496696e-06,2.167105791819161e-05,-0.48417945578694344,-0.3442201390862465,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0305912240808561,24,1aeda7f5,256.0,Adagrad,0.00048283732428816643,6.0,256.0,uniform_,0.022521886931996304,-0.5766161001245211,,True,2.188922478378322e-18,3.5200620234155306e-15,0.27880136482417583,0.13004778511822224,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.1884540350103364,25,22a1edf0,1024.0,Adagrad,0.3832748377992566,9.0,32.0,normal_,0.0015340502045796795,-0.9819889249227755,lp,True,3.7933864156665704e-06,1.3878606115398015e-17,0.02724494691938162,-0.008987407200038433,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.3204972588305532,26,b59ddaa5,128.0,Adam,0.002677092784319327,0.0,128.0,xavier_normal_,0.5962171311403016,-0.49110297234251166,lp,False,4.584503473856248e-13,8.632993886166508e-08,-0.22786233853548765,0.4808502187952399,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2041242709892714,27,18fbd186,1024.0,Adagrad,0.036454655751461666,9.0,128.0,uniform_,0.00040137162686943774,-0.7444951231499761,lp,False,4.615476890356091e-16,0.0007660077140161344,0.4624403044581413,-0.2214630339294672,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,265,,,,mean_reciprocal_rank_filtered_with_test,0.2058406067329626,28,3c556a18,128.0,Adam,0.0015497925047380126,2.0,16.0,xavier_uniform_,0.08596702167566601,-0.21991905489855446,,True,4.941404426405037e-09,4.718096160600108e-13,-0.2922185119241476,0.25741275772452354,[],[]
61395a14,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.1646340410696464,29,b1b59110,512.0,Adam,0.3342542346851078,3.0,512.0,uniform_,1.813813977710967e-05,-0.3152430621862039,lp,True,1.6826962521269986e-15,3.6259014814284934e-20,-0.04456841666251421,-0.38629132974892855,[],[]
61395a14,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2887145909074707,30,712c6e71,256.0,Adagrad,0.014216585033152249,7.0,64.0,normal_,0.008637003941124537,-0.8375312867685873,lp,False,0.001033552042132354,5.826349985884678e-11,0.21784186456352472,0.10827620420604944,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,225,,,,mean_reciprocal_rank_filtered_with_test,0.2367032397259053,31,b5d7296d,1024.0,Adam,0.4820685060738576,2.0,256.0,uniform_,0.07509997662771274,-0.2095062797391507,lp,True,7.703438600386397e-16,1.1132114843895866e-09,0.12670833710581064,0.17948189284652472,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,370,,,,mean_reciprocal_rank_filtered_with_test,0.1416819680950598,32,731b2bd4,128.0,Adagrad,0.0033697723238640225,9.0,32.0,normal_,0.000655808346523217,-0.701093175932467,,False,0.0006465765593612701,1.7651169979914755e-19,-0.11235599685460329,-0.3306659562513232,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2698830853917165,33,e27699c3,512.0,Adagrad,0.05239416800748766,7.0,512.0,normal_,0.009860526305957353,-0.8575137750706542,lp,False,1.8207248011992484e-16,2.099564966854596e-12,-0.3648278843611479,0.46729602105915546,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.2458380950153265,34,3dcfda04,256.0,Adam,0.0003657128342232576,2.0,32.0,xavier_normal_,1.1010002665783241e-05,-0.3647357534301653,lp,True,2.779978597411122e-09,0.01338772973342662,0.38198791444301605,-0.05842150002717972,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.239418957843242,35,61124463,512.0,Adagrad,0.24946280864517625,6.0,64.0,uniform_,0.016492441924868165,-0.6189212881423812,lp,True,3.4123076950544536e-06,5.411561774337995e-07,-0.17966690938919783,0.302208230830729,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,100,,,,mean_reciprocal_rank_filtered_with_test,0.1502389751746507,36,5931df46,256.0,Adam,0.01059947257523518,5.0,512.0,uniform_,0.00017644441964267954,-0.09635936176823445,,False,1.4597385649275768e-13,3.411110385456247e-16,0.06765839364379644,-0.2032702313736081,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.1677672695902837,37,9b9598ff,1024.0,Adam,0.045128125981499186,0.0,16.0,xavier_uniform_,0.8212417997279616,-0.4388046738218423,lp,False,8.075842559814348e-07,9.464446203923887e-14,0.31622407399117947,0.09008341655135155,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0006860061897863,38,9106c7f8,128.0,Adagrad,0.0019202315459919063,10.0,128.0,uniform_,0.0007828606155264716,-0.9631070402815006,lp,True,6.267821254387041e-19,0.00014850757818278649,-0.4232276938855648,-0.4310868177562952,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,295,,,,mean_reciprocal_rank_filtered_with_test,0.2124421497406971,39,f766ec73,512.0,Adam,0.008786932436279836,8.0,128.0,xavier_uniform_,0.0028651426142832985,-0.7784824171575904,,False,3.77111529765762e-12,4.118803443554408e-18,0.002383609302341938,0.2135175932198763,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2599196138972056,40,767cd19f,256.0,Adagrad,0.20660726351939715,1.0,16.0,normal_,0.31968864018718673,-0.2561329177504871,lp,True,3.1667878296730626e-05,2.5373313844888768e-08,-0.23511693719774485,-0.31245557218790054,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.1848240321811733,41,b9d69e09,1024.0,Adagrad,0.0008405203038798175,3.0,512.0,normal_,4.8067238092905694e-05,-0.1618464921552315,lp,True,6.835120999368882e-20,6.743387416839787e-06,-0.49057956226170063,0.42570727970451117,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.1476153162425149,42,d7185d7e,128.0,Adam,0.019772207590205457,7.0,64.0,uniform_,0.0420039652122764,-0.6863617624143232,lp,False,3.155250417851698e-08,1.0833934387458285e-15,0.25479451939463615,-0.08470384310930967,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1460523846280653,43,dbbe514b,1024.0,Adagrad,0.004615265373905425,4.0,64.0,uniform_,4.049351284198986e-05,-0.4242414126382954,,False,0.008445908213760967,1.274292547930675e-19,-0.050985693000257015,0.3360302709043026,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,110,,,,mean_reciprocal_rank_filtered_with_test,0.0996313316447462,44,2d456ba0,128.0,Adam,0.6608833718048103,6.0,256.0,normal_,0.003862805457663019,-0.9150665672262293,lp,True,1.4140343972665477e-14,2.0701977182570363e-10,0.1938750771805644,-0.18484617210924625,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,150,,,,mean_reciprocal_rank_filtered_with_test,0.2160183399941189,45,8d8ad591,512.0,Adam,0.0007362265282048722,10.0,16.0,xavier_uniform_,0.0001797896813547468,-0.5107313241203688,lp,True,1.5287732022900815e-10,0.0023602433595800486,0.437619024887681,0.04815889988094568,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1888427803990233,46,2cf1584f,256.0,Adagrad,0.10537419313527784,1.0,256.0,xavier_normal_,0.19221238120987486,-0.017191084042107674,lp,False,1.4107645308515314e-17,1.467911551767788e-12,-0.2994902804493904,-0.4570334004238248,[],[]
451b21d8,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2877080103186484,47,7549133b,512.0,Adagrad,0.030066689773928377,3.0,256.0,normal_,0.02391330371691013,-0.7993275734831765,lp,True,6.914870190681815e-10,1.7379290079480886e-18,0.23543708305805922,-0.36765214521437883,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.2137705615554605,48,7ed421d9,256.0,Adam,0.001649202547158038,7.0,64.0,uniform_,0.0001218167202878843,-0.2909552235030103,lp,False,4.601934907246474e-17,2.7856136543895197e-09,-0.003558351658284664,0.15347976330667734,[],[]
451b21d8,fb15k-237,relational_tucker3,0,search,negative_sampling,valid,335,,,,mean_reciprocal_rank_filtered_with_test,0.1768655490358568,49,bdb7ae3e,1024.0,Adam,0.3140181243848808,9.0,256.0,xavier_normal_,0.5792592332639317,-0.13484838007733224,,False,0.0026414624678316894,0.04147949761134704,-0.2551147863268852,-0.016788678243756294,[],[]
