job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,relational_tucker3.entity_embedder.regularize_weight,relational_tucker3.relation_embedder.regularize_weight,relational_tucker3.entity_embedder.dropout,relational_tucker3.relation_embedder.dropout,KvsAll.label_smoothing
761d3095,fb15k-237,relational_tucker3,0,search,KvsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2448792147847162,13,21daceaf,1024.0,Adagrad,0.3005018100260888,2.0,256.0,xavier_uniform_,0.0025076897422075806,-0.7388112689561117,,True,0.002020927729385932,4.368898995308019e-09,-0.21531100291758776,0.03312654606997967,-0.05568104702979326
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,360,,,,mean_reciprocal_rank_filtered_with_test,0.2053692002156401,14,e4c72aa8,128.0,Adam,0.0003908421904367149,8.0,16.0,uniform_,0.6788224835688408,-0.24340178723697548,lp,False,1.5618750372213113e-16,1.0971976112850113e-13,0.41126702912151814,-0.2063137935474515,0.17741811778396366
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,330,,,,mean_reciprocal_rank_filtered_with_test,0.2861369058757485,15,84d3cba1,1024.0,Adam,0.0008425638908237875,7.0,64.0,uniform_,0.011503139750605134,-0.8210109154692664,,True,0.05684893493376734,4.567594941726055e-16,-0.34862829092890024,-0.0053682709112763405,0.10157553870230912
761d3095,fb15k-237,relational_tucker3,0,search,KvsAll,valid,365,,,,mean_reciprocal_rank_filtered_with_test,0.2627243559755489,16,4c4dbae6,128.0,Adagrad,0.6571797393137374,3.0,128.0,xavier_normal_,2.1493811974471437e-05,-0.31739169128630307,lp,False,2.225834535129237e-17,0.05757597742880772,0.028959324583411217,0.24203208275139332,-0.2792524745687842
761d3095,fb15k-237,relational_tucker3,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.156146983376996,17,7eb8bbdf,512.0,Adagrad,0.007505756220047939,0.0,16.0,uniform_,0.13302116357708813,-0.02051034504106264,lp,False,3.694689338502955e-11,2.771418429384556e-10,0.4051952753216028,-0.2986875018104911,-0.12627813275903463
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.0677223051107606,18,0856bfed,256.0,Adam,0.10147698374090615,10.0,256.0,xavier_uniform_,0.0007029512558295387,-0.5246936619411968,lp,True,1.0739943996492583e-14,6.988763069147454e-15,-0.22626807261258364,0.44086888805031776,0.24744759667664767
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.000762108530045,19,fc1ad83c,512.0,Adagrad,0.0008007784844643444,1.0,512.0,normal_,0.44235710727434757,-0.4053671694223303,,True,1.5997929573924545e-18,6.205847974758187e-19,0.18736445624381304,-0.3790332078933716,0.1520107615739107
761d3095,fb15k-237,relational_tucker3,0,search,KvsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.1469875121408967,20,9b121601,256.0,Adam,0.19661846101090566,9.0,32.0,uniform_,0.0007637343410039028,-0.893193704854073,lp,False,1.4065681251934102e-05,0.00015561622410878792,-0.4438672699034214,0.36575805116444826,-0.0671693880110979
761d3095,fb15k-237,relational_tucker3,0,search,KvsAll,valid,370,,,,mean_reciprocal_rank_filtered_with_test,0.2901809105004277,21,6fc5201f,1024.0,Adam,0.005529480363354634,5.0,256.0,xavier_uniform_,0.014793218164564768,-0.6907971734863426,lp,False,1.8501603228651987e-13,4.404247525628396e-08,-0.06815013289451599,-0.17238294519484043,-0.22131563164293766
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3065665822373111,22,242d884f,128.0,Adagrad,0.02349790111730207,5.0,64.0,xavier_normal_,8.653062982012823e-05,-0.2020708553349878,lp,True,1.2060905758055428e-07,5.525429286098523e-13,0.30914482567459345,0.06462537031620741,0.004966783896088622
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0583223898185771,23,97bf2ed3,512.0,Adam,0.23010039439302968,3.0,64.0,normal_,0.00013217132526236106,-0.07557541321281336,lp,False,7.146825485003628e-05,4.357982430393227e-06,-0.3799794679507613,-0.08181911613792181,0.12861768510192634
761d3095,fb15k-237,relational_tucker3,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0844088817342992,24,17f6c889,256.0,Adagrad,0.00034014624090396756,8.0,256.0,uniform_,0.03402474642844838,-0.5633250594216958,,True,2.0544908573824474e-20,3.424012202221449e-20,0.24633797258138657,0.1575942523777485,-0.2497871847823262
761d3095,fb15k-237,relational_tucker3,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2550350749394069,25,3e745236,1024.0,Adagrad,0.03334031439401626,9.0,32.0,normal_,0.0021057305132385043,-0.7667629592015408,lp,True,3.984186729881718e-08,7.114538250544054e-12,0.3740692771971226,-0.35099797789007425,-0.09454001057893038
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.3233749298278443,26,6114e07f,128.0,Adam,0.0028447561401542054,0.0,512.0,xavier_uniform_,0.8076958433549848,-0.2779599902435206,lp,False,8.675156461344362e-12,2.8477450855822057e-07,-0.0061849309131503105,0.39625553973019123,0.2722169822081923
761d3095,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1729746283103436,27,9b14b2e0,1024.0,Adagrad,0.5983689185625316,8.0,512.0,normal_,0.0002554264585592749,-0.6511290567095298,lp,False,8.041945373137832e-17,0.0008096047643225018,0.09202553611248732,-0.45565185882151127,0.21896761134266857
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2711460171175506,28,56058e83,128.0,Adam,0.0021136064311705594,2.0,16.0,xavier_uniform_,0.07273125689494923,-0.14792241175186815,,True,0.001026750796472813,3.259272111272932e-18,-0.2884622048586607,0.28148803394287825,-0.0026188015937805287
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.1876351649379811,29,4fd6964e,512.0,Adam,0.06713616186684083,4.0,128.0,uniform_,1.4087762845303692e-05,-0.4438843916222359,lp,True,2.5194037981914796e-15,1.1514156947268204e-14,-0.1603341568261385,-0.2248002141714096,-0.15903780609369278
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2194801384953307,30,0c38d445,256.0,Adagrad,0.013695146505037357,6.0,32.0,xavier_normal_,0.004996484281810735,-0.9484800493314769,lp,False,2.439652653790932e-09,9.094532065849839e-10,0.4662778517231345,0.020118807442486286,0.07419646605849267
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,350,,,,mean_reciprocal_rank_filtered_with_test,0.2429681652320359,31,930a7644,1024.0,Adam,0.03952023271998725,2.0,512.0,xavier_uniform_,0.09740626430055807,-0.18426505287633277,lp,True,7.422981010974158e-15,6.286449797460638e-11,0.37707857321947813,0.12506461329758167,-0.19227201193571092
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2468807084491731,32,3b4aaed2,128.0,Adagrad,0.0029722357372892333,8.0,32.0,xavier_normal_,0.000190312735556768,-0.6729607345466408,,False,6.0029839763368086e-09,1.5765052894891553e-15,-0.24558140896260738,-0.1120336139574647,0.033931010216474544
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.245235338474836,33,838a839f,512.0,Adagrad,0.35162343212359926,6.0,128.0,normal_,0.0037251592976629243,-0.9696251183292549,lp,False,6.371330188401817e-17,1.1079429535429174e-16,-0.367392310872674,0.4264700450003147,0.17987403050065037
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.2589481193862275,34,a761a622,256.0,Adam,0.00045769360273432584,4.0,64.0,xavier_normal_,1.8826786877808215e-05,-0.4817681848326605,lp,True,0.0006940169432460207,0.0138987411379453,0.0013919388875365257,-0.31846834626048803,-0.039368632435798634
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.2818838606269603,35,bd4cc88f,512.0,Adagrad,0.054868187222877424,7.0,32.0,uniform_,0.04994267804039856,-0.6045429988109321,lp,True,8.352329228775115e-08,1.2346597989410735e-08,-0.08692273404449224,0.2512777643278241,-0.1348054664209485
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.2919419253011833,36,5c22b8e5,256.0,Adam,0.012699685657153181,2.0,128.0,xavier_normal_,9.02237736804137e-05,-0.1003292838459462,,False,3.0001758136911723e-11,1.5564575600742237e-13,0.28159746527671814,-0.48818573355674744,0.2389827763661742
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.1127360234887368,37,a34bd959,1024.0,Adam,0.37933167898077813,1.0,16.0,normal_,0.5525454157213774,-0.3039803575060702,lp,False,4.028742607757911e-05,1.6966504490594176e-19,0.15926777943968773,0.05265267472714186,0.09186785425990818
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.075411029225032,38,c269ac97,128.0,Adagrad,0.001521888464273502,10.0,512.0,uniform_,0.0030887805989885087,-0.8075689452079869,lp,True,1.9518185485057003e-20,4.2781337055711537e-05,-0.46318918745964766,-0.19458993710577488,-0.28888076562434434
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,195,,,,mean_reciprocal_rank_filtered_with_test,0.2255839604273595,39,776d4078,512.0,Adam,0.008972926901047234,9.0,256.0,xavier_uniform_,0.0011706865410067858,-0.9311320059670601,,False,3.854020111878351e-13,3.1360485640750676e-11,0.34744030702859163,0.2096245475113392,-0.18690955080091953
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2719749953218562,40,2abfb59b,256.0,Adagrad,0.10680662406493838,1.0,16.0,xavier_normal_,0.2880174485485942,-0.4265667463226709,lp,True,4.245443730533234e-07,1.2626023239592553e-06,-0.025994177907705307,-0.03521659877151251,0.04640411473810674
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2576580377192044,41,cb94759d,1024.0,Adagrad,0.001297203176638678,5.0,128.0,normal_,5.637612221263541e-05,-0.2238350315869133,lp,True,9.14838252555016e-19,1.796273325552198e-05,-0.4002159610390663,0.47071720845997334,0.18993246741592884
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.1227396072809737,42,2fbaf1dc,128.0,Adam,0.8917180548942409,5.0,64.0,xavier_uniform_,0.022627061431180363,-0.7270723130256217,lp,False,1.3304619040111526e-05,1.4186798315549882e-19,0.21928175631910563,-0.26627995911985636,-0.03159143216907978
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1530826600147918,43,e1f766ff,1024.0,Adagrad,0.004481387672193392,3.0,64.0,uniform_,3.0164621918249546e-05,-0.35826708620749415,,False,1.084608436561816e-10,4.108088531368924e-14,-0.1805639723315835,0.33591395895928144,-0.08484080191701651
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0512620267277944,44,496b3beb,128.0,Adam,0.021627631734441866,7.0,256.0,xavier_normal_,0.008214269715412666,-0.847100691646561,lp,True,2.682708161589727e-14,3.227943040111943e-09,0.43919588439166546,-0.41144497133791447,0.2818536775186658
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,240,,,,mean_reciprocal_rank_filtered_with_test,0.2619613730129028,45,3b99eb66,512.0,Adam,0.0005039317623874853,10.0,16.0,xavier_uniform_,0.0005030548668497153,-0.5493949320013263,lp,True,0.045813482417882974,0.0029617090975273238,0.06537081487476826,0.09703714121133089,0.13715349454432724
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,285,,,,mean_reciprocal_rank_filtered_with_test,0.2424243588715426,46,255f5978,256.0,Adagrad,0.14037662712700777,0.0,512.0,xavier_normal_,0.18655690682360002,-0.061675683857295605,lp,False,1.4940419686962632e-17,1.1853880701906056e-17,-0.3082647742703557,-0.1425388604402542,-0.2413307687267661
11b95c28,fb15k-237,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2635254602402338,47,753a2751,512.0,Adagrad,0.5104572500519929,4.0,256.0,xavier_normal_,0.02928527345443383,-0.8893433447728585,lp,True,0.005430740011141837,2.838676678963539e-15,0.4945840444415808,-0.07010308280587196,-0.014243698306381725
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,285,,,,mean_reciprocal_rank_filtered_with_test,0.3099226212753065,48,5159906b,256.0,Adam,0.0018009867585521094,6.0,64.0,uniform_,0.00015394667964014014,-0.37803388701478946,lp,False,5.052603662431566e-16,2.2393076005418756e-10,-0.12810299638658762,0.17712823394685984,0.2118242165073752
11b95c28,fb15k-237,relational_tucker3,0,search,KvsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.0833512174869011,49,d79b5edb,1024.0,Adam,0.0787618711845616,8.0,512.0,xavier_normal_,0.9529470951957912,-0.20596819085710683,,False,7.692056101998623e-10,0.042633167484216326,-0.250371684320271,-0.3627223130315542,0.057769623957574345
